"Date","Price","Open","High","Low","Vol.","Change %"
"01/08/2017","632.00","632.00","632.00","632.00","","-1.10%"
"31/07/2017","639.00","639.00","639.00","639.00","","-0.16%"
"28/07/2017","640.00","640.00","640.00","640.00","","-0.62%"
"27/07/2017","644.00","644.00","644.00","644.00","","-0.46%"
"26/07/2017","647.00","647.00","647.00","647.00","","0.15%"
"25/07/2017","646.00","646.00","646.00","646.00","","-0.46%"
"24/07/2017","649.00","649.00","649.00","649.00","","-0.92%"
"21/07/2017","655.00","655.00","655.00","655.00","","0.92%"
"20/07/2017","649.00","649.00","649.00","649.00","","1.09%"
"19/07/2017","642.00","642.00","642.00","642.00","","-0.16%"
"18/07/2017","643.00","643.00","643.00","643.00","","-0.77%"
"17/07/2017","648.00","648.00","648.00","648.00","","0.62%"
"14/07/2017","644.00","644.00","644.00","644.00","","0.00%"
"13/07/2017","644.00","644.00","644.00","644.00","","-0.46%"
"12/07/2017","647.00","647.00","647.00","647.00","","-0.61%"
"11/07/2017","651.00","651.00","651.00","651.00","","0.00%"
"10/07/2017","651.00","651.00","651.00","651.00","","0.31%"
"07/07/2017","649.00","649.00","649.00","649.00","","0.31%"
"06/07/2017","647.00","647.00","647.00","647.00","","-1.37%"
"05/07/2017","656.00","656.00","656.00","656.00","","0.00%"
"04/07/2017","656.00","656.00","656.00","656.00","","-0.46%"
"03/07/2017","659.00","659.00","659.00","659.00","","-0.60%"
"30/06/2017","663.00","663.00","663.00","663.00","","-0.75%"
"29/06/2017","668.00","668.00","668.00","668.00","","-0.30%"
"28/06/2017","670.00","670.00","670.00","670.00","","-0.15%"
"27/06/2017","671.00","671.00","671.00","671.00","","-1.47%"
"26/06/2017","681.00","681.00","681.00","681.00","","-0.29%"
"23/06/2017","683.00","683.00","683.00","683.00","","-0.44%"
"22/06/2017","686.00","686.00","686.00","686.00","","-0.29%"
"21/06/2017","688.00","688.00","688.00","688.00","","-0.29%"
"20/06/2017","690.00","690.00","690.00","690.00","","-1.29%"
"19/06/2017","699.00","699.00","699.00","699.00","","-0.43%"
"16/06/2017","702.00","702.00","702.00","702.00","","-0.28%"
"15/06/2017","704.00","704.00","704.00","704.00","","-0.14%"
"14/06/2017","705.00","705.00","705.00","705.00","","0.86%"
"13/06/2017","699.00","699.00","699.00","699.00","","-0.14%"
"12/06/2017","700.00","700.00","700.00","700.00","","-0.28%"
"09/06/2017","702.00","702.00","702.00","702.00","","-0.43%"
"08/06/2017","705.00","705.00","705.00","705.00","","-0.42%"
"07/06/2017","708.00","708.00","708.00","708.00","","-1.39%"
"06/06/2017","718.00","718.00","718.00","718.00","","-2.05%"
"05/06/2017","733.00","733.00","733.00","733.00","","-1.21%"
"02/06/2017","742.00","742.00","742.00","742.00","","-1.85%"
"01/06/2017","756.00","756.00","756.00","756.00","","-1.56%"
"31/05/2017","768.00","768.00","768.00","768.00","","-2.17%"
"30/05/2017","785.00","785.00","785.00","785.00","","-2.73%"
"26/05/2017","807.00","807.00","807.00","807.00","","-0.86%"
"25/05/2017","814.00","814.00","814.00","814.00","","-1.33%"
"24/05/2017","825.00","825.00","825.00","825.00","","0.49%"
"23/05/2017","821.00","821.00","821.00","821.00","","2.75%"
"22/05/2017","799.00","799.00","799.00","799.00","","1.78%"
"19/05/2017","785.00","785.00","785.00","785.00","","2.61%"
"18/05/2017","765.00","765.00","765.00","765.00","","1.06%"
"17/05/2017","757.00","757.00","757.00","757.00","","2.71%"
"16/05/2017","737.00","737.00","737.00","737.00","","-0.67%"
"15/05/2017","742.00","742.00","742.00","742.00","","0.13%"
"12/05/2017","741.00","741.00","741.00","741.00","","-0.94%"
"11/05/2017","748.00","748.00","748.00","748.00","","-1.97%"
"10/05/2017","763.00","763.00","763.00","763.00","","-1.17%"
"09/05/2017","772.00","772.00","772.00","772.00","","-0.39%"
"08/05/2017","775.00","775.00","775.00","775.00","","0.13%"
"05/05/2017","774.00","774.00","774.00","774.00","","0.78%"
"04/05/2017","768.00","768.00","768.00","768.00","","0.13%"
"03/05/2017","767.00","767.00","767.00","767.00","","-1.41%"
"02/05/2017","778.00","778.00","778.00","778.00","","-0.89%"
"28/04/2017","785.00","785.00","785.00","785.00","","-0.13%"
"27/04/2017","786.00","786.00","786.00","786.00","","-1.38%"
"26/04/2017","797.00","797.00","797.00","797.00","","-0.62%"
"25/04/2017","802.00","802.00","802.00","802.00","","-1.23%"
"24/04/2017","812.00","812.00","812.00","812.00","","0.00%"
"21/04/2017","812.00","812.00","812.00","812.00","","-0.85%"
"20/04/2017","819.00","819.00","819.00","819.00","","0.00%"
"19/04/2017","819.00","819.00","819.00","819.00","","0.61%"
"18/04/2017","814.00","814.00","814.00","814.00","","1.75%"
"13/04/2017","800.00","800.00","800.00","800.00","","1.27%"
"12/04/2017","790.00","790.00","790.00","790.00","","1.80%"
"11/04/2017","776.00","776.00","776.00","776.00","","0.00%"
"10/04/2017","776.00","776.00","776.00","776.00","","0.13%"
"07/04/2017","775.00","775.00","775.00","775.00","","-0.26%"
"06/04/2017","777.00","777.00","777.00","777.00","","0.52%"
"05/04/2017","773.00","773.00","773.00","773.00","","-0.64%"
"04/04/2017","778.00","778.00","778.00","778.00","","-0.38%"
"03/04/2017","781.00","781.00","781.00","781.00","","-1.14%"
"31/03/2017","790.00","790.00","790.00","790.00","","-0.50%"
"30/03/2017","794.00","794.00","794.00","794.00","","-0.75%"
"29/03/2017","800.00","800.00","800.00","800.00","","-0.25%"
"28/03/2017","802.00","802.00","802.00","802.00","","0.38%"
"27/03/2017","799.00","799.00","799.00","799.00","","-0.62%"
"24/03/2017","804.00","804.00","804.00","804.00","","-0.99%"
"23/03/2017","812.00","812.00","812.00","812.00","","-0.49%"
"22/03/2017","816.00","816.00","816.00","816.00","","-1.21%"
"21/03/2017","826.00","826.00","826.00","826.00","","0.24%"
"20/03/2017","824.00","824.00","824.00","824.00","","0.00%"
"17/03/2017","824.00","824.00","824.00","824.00","","-0.96%"
"16/03/2017","832.00","832.00","832.00","832.00","","-0.36%"
"15/03/2017","835.00","835.00","835.00","835.00","","-1.42%"
"14/03/2017","847.00","847.00","847.00","847.00","","-0.35%"
"13/03/2017","850.00","850.00","850.00","850.00","","0.00%"
"10/03/2017","850.00","850.00","850.00","850.00","","-1.39%"
"09/03/2017","862.00","862.00","862.00","862.00","","0.35%"
"08/03/2017","859.00","859.00","859.00","859.00","","2.38%"
"07/03/2017","839.00","839.00","839.00","839.00","","0.12%"
"06/03/2017","838.00","838.00","838.00","838.00","","-0.36%"
"03/03/2017","841.00","841.00","841.00","841.00","","0.48%"
"02/03/2017","837.00","837.00","837.00","837.00","","0.72%"
"01/03/2017","831.00","831.00","831.00","831.00","","-0.48%"
"28/02/2017","835.00","835.00","835.00","835.00","","-1.42%"
"27/02/2017","847.00","847.00","847.00","847.00","","-1.17%"
"24/02/2017","857.00","857.00","857.00","857.00","","0.12%"
"23/02/2017","856.00","856.00","856.00","856.00","","0.47%"
"22/02/2017","852.00","852.00","852.00","852.00","","-0.58%"
"21/02/2017","857.00","857.00","857.00","857.00","","-0.23%"
"20/02/2017","859.00","859.00","859.00","859.00","","-0.46%"
"17/02/2017","863.00","863.00","863.00","863.00","","-0.69%"
"16/02/2017","869.00","869.00","869.00","869.00","","2.24%"
"15/02/2017","850.00","850.00","850.00","850.00","","-1.39%"
"14/02/2017","862.00","862.00","862.00","862.00","","1.29%"
"13/02/2017","851.00","851.00","851.00","851.00","","0.47%"
"10/02/2017","847.00","847.00","847.00","847.00","","0.12%"
"09/02/2017","846.00","846.00","846.00","846.00","","0.48%"
"08/02/2017","842.00","842.00","842.00","842.00","","-0.47%"
"07/02/2017","846.00","846.00","846.00","846.00","","-1.17%"
"06/02/2017","856.00","856.00","856.00","856.00","","-0.23%"
"03/02/2017","858.00","858.00","858.00","858.00","","-0.69%"
"02/02/2017","864.00","864.00","864.00","864.00","","-1.48%"
"01/02/2017","877.00","877.00","877.00","877.00","","-2.66%"
"31/01/2017","901.00","901.00","901.00","901.00","","-3.12%"
"30/01/2017","930.00","930.00","930.00","930.00","","-1.69%"
"27/01/2017","946.00","946.00","946.00","946.00","","-1.97%"
"26/01/2017","965.00","965.00","965.00","965.00","","-1.23%"
"25/01/2017","977.00","977.00","977.00","977.00","","-1.01%"
"24/01/2017","987.00","987.00","987.00","987.00","","-0.80%"
"23/01/2017","995.00","995.00","995.00","995.00","","-0.20%"
"20/01/2017","997.00","997.00","997.00","997.00","","-0.50%"
"19/01/2017","1,002.00","1,002.00","1,002.00","1,002.00","","-0.40%"
"18/01/2017","1,006.00","1,006.00","1,006.00","1,006.00","","0.50%"
"17/01/2017","1,001.00","1,001.00","1,001.00","1,001.00","","-1.67%"
"16/01/2017","1,018.00","1,018.00","1,018.00","1,018.00","","-0.88%"
"13/01/2017","1,027.00","1,027.00","1,027.00","1,027.00","","0.29%"
"12/01/2017","1,024.00","1,024.00","1,024.00","1,024.00","","0.59%"
"11/01/2017","1,018.00","1,018.00","1,018.00","1,018.00","","0.10%"
"10/01/2017","1,017.00","1,017.00","1,017.00","1,017.00","","0.39%"
"09/01/2017","1,013.00","1,013.00","1,013.00","1,013.00","","-1.27%"
"06/01/2017","1,026.00","1,026.00","1,026.00","1,026.00","","0.20%"
"05/01/2017","1,024.00","1,024.00","1,024.00","1,024.00","","-2.75%"
"04/01/2017","1,053.00","1,053.00","1,053.00","1,053.00","","-3.22%"
"03/01/2017","1,088.00","1,088.00","1,088.00","1,088.00","","18.39%"
"23/12/2016","919.00","919.00","919.00","919.00","","-1.82%"
"22/12/2016","936.00","936.00","936.00","936.00","","-0.95%"
"21/12/2016","945.00","945.00","945.00","945.00","","2.72%"
"20/12/2016","920.00","920.00","920.00","920.00","","1.10%"
"19/12/2016","910.00","910.00","910.00","910.00","","-0.11%"
"16/12/2016","911.00","911.00","911.00","911.00","","0.22%"
"15/12/2016","909.00","909.00","909.00","909.00","","1.56%"
"14/12/2016","895.00","895.00","895.00","895.00","","0.67%"
"13/12/2016","889.00","889.00","889.00","889.00","","0.23%"
"12/12/2016","887.00","887.00","887.00","887.00","","-1.77%"
"09/12/2016","903.00","903.00","903.00","903.00","","1.57%"
"08/12/2016","889.00","889.00","889.00","889.00","","2.42%"
"07/12/2016","868.00","868.00","868.00","868.00","","0.58%"
"06/12/2016","863.00","863.00","863.00","863.00","","-2.71%"
"05/12/2016","887.00","887.00","887.00","887.00","","-0.22%"
"02/12/2016","889.00","889.00","889.00","889.00","","1.25%"
"01/12/2016","878.00","878.00","878.00","878.00","","-1.46%"
"30/11/2016","891.00","891.00","891.00","891.00","","-0.45%"
"29/11/2016","895.00","895.00","895.00","895.00","","-0.11%"
"28/11/2016","896.00","896.00","896.00","896.00","","0.45%"
"25/11/2016","892.00","892.00","892.00","892.00","","0.68%"
"24/11/2016","886.00","886.00","886.00","886.00","","1.84%"
"23/11/2016","870.00","870.00","870.00","870.00","","0.93%"
"22/11/2016","862.00","862.00","862.00","862.00","","3.36%"
"21/11/2016","834.00","834.00","834.00","834.00","","0.72%"
"18/11/2016","828.00","828.00","828.00","828.00","","-0.36%"
"17/11/2016","831.00","831.00","831.00","831.00","","5.73%"
"16/11/2016","786.00","786.00","786.00","786.00","","6.22%"
"15/11/2016","740.00","740.00","740.00","740.00","","0.00%"
"14/11/2016","740.00","740.00","740.00","740.00","","-1.33%"
"11/11/2016","750.00","750.00","750.00","750.00","","0.81%"
"10/11/2016","744.00","744.00","744.00","744.00","","9.09%"
"09/11/2016","682.00","682.00","682.00","682.00","","3.18%"
"08/11/2016","661.00","661.00","661.00","661.00","","0.30%"
"07/11/2016","659.00","659.00","659.00","659.00","","-0.90%"
"04/11/2016","665.00","665.00","665.00","665.00","","-0.30%"
"03/11/2016","667.00","667.00","667.00","667.00","","-0.45%"
"02/11/2016","670.00","670.00","670.00","670.00","","2.29%"
"01/11/2016","655.00","655.00","655.00","655.00","","-0.15%"
"31/10/2016","656.00","656.00","656.00","656.00","","-0.61%"
"28/10/2016","660.00","660.00","660.00","660.00","","0.46%"
"27/10/2016","657.00","657.00","657.00","657.00","","-0.15%"
"26/10/2016","658.00","658.00","658.00","658.00","","-1.35%"
"25/10/2016","667.00","667.00","667.00","667.00","","-1.91%"
"24/10/2016","680.00","680.00","680.00","680.00","","-1.59%"
"21/10/2016","691.00","691.00","691.00","691.00","","-0.14%"
"20/10/2016","692.00","692.00","692.00","692.00","","0.87%"
"19/10/2016","686.00","686.00","686.00","686.00","","0.73%"
"18/10/2016","681.00","681.00","681.00","681.00","","1.04%"
"17/10/2016","674.00","674.00","674.00","674.00","","0.15%"
"14/10/2016","673.00","673.00","673.00","673.00","","2.44%"
"13/10/2016","657.00","657.00","657.00","657.00","","2.50%"
"12/10/2016","641.00","641.00","641.00","641.00","","1.26%"
"11/10/2016","633.00","633.00","633.00","633.00","","1.12%"
"10/10/2016","626.00","626.00","626.00","626.00","","0.81%"
"07/10/2016","621.00","621.00","621.00","621.00","","0.32%"
"06/10/2016","619.00","619.00","619.00","619.00","","0.98%"
"05/10/2016","613.00","613.00","613.00","613.00","","-0.49%"
"04/10/2016","616.00","616.00","616.00","616.00","","-0.96%"
"03/10/2016","622.00","622.00","622.00","622.00","","-0.48%"
"30/09/2016","625.00","625.00","625.00","625.00","","-2.04%"
"29/09/2016","638.00","638.00","638.00","638.00","","-0.93%"
"28/09/2016","644.00","644.00","644.00","644.00","","0.94%"
"27/09/2016","638.00","638.00","638.00","638.00","","3.24%"
"26/09/2016","618.00","618.00","618.00","618.00","","1.15%"
"23/09/2016","611.00","611.00","611.00","611.00","","0.83%"
"22/09/2016","606.00","606.00","606.00","606.00","","0.66%"
"21/09/2016","602.00","602.00","602.00","602.00","","2.38%"
"20/09/2016","588.00","588.00","588.00","588.00","","3.89%"
"19/09/2016","566.00","566.00","566.00","566.00","","0.89%"
"16/09/2016","561.00","561.00","561.00","561.00","","1.08%"
"15/09/2016","555.00","555.00","555.00","555.00","","1.09%"
"14/09/2016","549.00","549.00","549.00","549.00","","0.18%"
"13/09/2016","548.00","548.00","548.00","548.00","","0.92%"
"12/09/2016","543.00","543.00","543.00","543.00","","0.18%"
"09/09/2016","542.00","542.00","542.00","542.00","","1.12%"
"08/09/2016","536.00","536.00","536.00","536.00","","-0.19%"
"07/09/2016","537.00","537.00","537.00","537.00","","1.70%"
"06/09/2016","528.00","528.00","528.00","528.00","","2.13%"
"05/09/2016","517.00","517.00","517.00","517.00","","0.19%"
"02/09/2016","516.00","516.00","516.00","516.00","","0.39%"
"01/09/2016","514.00","514.00","514.00","514.00","","-0.19%"
"31/08/2016","515.00","515.00","515.00","515.00","","0.98%"
"30/08/2016","510.00","510.00","510.00","510.00","","-0.97%"
"26/08/2016","515.00","515.00","515.00","515.00","","0.00%"
"25/08/2016","515.00","515.00","515.00","515.00","","0.59%"
"24/08/2016","512.00","512.00","512.00","512.00","","1.39%"
"23/08/2016","505.00","505.00","505.00","505.00","","-0.20%"
"22/08/2016","506.00","506.00","506.00","506.00","","0.40%"
"19/08/2016","504.00","504.00","504.00","504.00","","0.60%"
"18/08/2016","501.00","501.00","501.00","501.00","","0.20%"
"17/08/2016","500.00","500.00","500.00","500.00","","0.60%"
"16/08/2016","497.00","497.00","497.00","497.00","","0.00%"
"15/08/2016","497.00","497.00","497.00","497.00","","0.20%"
"12/08/2016","496.00","496.00","496.00","496.00","","-0.20%"
"11/08/2016","497.00","497.00","497.00","497.00","","-0.60%"
"10/08/2016","500.00","500.00","500.00","500.00","","-0.79%"
"09/08/2016","504.00","504.00","504.00","504.00","","-0.20%"
"08/08/2016","505.00","505.00","505.00","505.00","","-0.79%"
"05/08/2016","509.00","509.00","509.00","509.00","","0.00%"
"04/08/2016","509.00","509.00","509.00","509.00","","-1.17%"
"03/08/2016","515.00","515.00","515.00","515.00","","-1.53%"
"02/08/2016","523.00","523.00","523.00","523.00","","-1.69%"
"01/08/2016","532.00","532.00","532.00","532.00","","-1.66%"
"29/07/2016","541.00","541.00","541.00","541.00","","-1.64%"
"28/07/2016","550.00","550.00","550.00","550.00","","-1.61%"
"27/07/2016","559.00","559.00","559.00","559.00","","-1.41%"
"26/07/2016","567.00","567.00","567.00","567.00","","-2.07%"
"25/07/2016","579.00","579.00","579.00","579.00","","-0.52%"
"22/07/2016","582.00","582.00","582.00","582.00","","-1.19%"
"21/07/2016","589.00","589.00","589.00","589.00","","-0.51%"
"20/07/2016","592.00","592.00","592.00","592.00","","-1.17%"
"19/07/2016","599.00","599.00","599.00","599.00","","-0.83%"
"18/07/2016","604.00","604.00","604.00","604.00","","-1.31%"
"15/07/2016","612.00","612.00","612.00","612.00","","-1.29%"
"14/07/2016","620.00","620.00","620.00","620.00","","-1.27%"
"13/07/2016","628.00","628.00","628.00","628.00","","-1.72%"
"12/07/2016","639.00","639.00","639.00","639.00","","-2.29%"
"11/07/2016","654.00","654.00","654.00","654.00","","-1.80%"
"08/07/2016","666.00","666.00","666.00","666.00","","-0.45%"
"07/07/2016","669.00","669.00","669.00","669.00","","-0.45%"
"06/07/2016","672.00","672.00","672.00","672.00","","-0.15%"
"05/07/2016","673.00","673.00","673.00","673.00","","-0.88%"
"04/07/2016","679.00","679.00","679.00","679.00","","-1.02%"
"01/07/2016","686.00","686.00","686.00","686.00","","-0.72%"
"30/06/2016","691.00","691.00","691.00","691.00","","-0.43%"
"29/06/2016","694.00","694.00","694.00","694.00","","-0.14%"
"28/06/2016","695.00","695.00","695.00","695.00","","-1.14%"
"27/06/2016","703.00","703.00","703.00","703.00","","-1.54%"
"24/06/2016","714.00","714.00","714.00","714.00","","0.14%"
"23/06/2016","713.00","713.00","713.00","713.00","","0.42%"
"22/06/2016","710.00","710.00","710.00","710.00","","0.71%"
"21/06/2016","705.00","705.00","705.00","705.00","","-0.84%"
"20/06/2016","711.00","711.00","711.00","711.00","","-0.97%"
"17/06/2016","718.00","718.00","718.00","718.00","","0.56%"
"16/06/2016","714.00","714.00","714.00","714.00","","0.28%"
"15/06/2016","712.00","712.00","712.00","712.00","","0.99%"
"14/06/2016","705.00","705.00","705.00","705.00","","-1.12%"
"13/06/2016","713.00","713.00","713.00","713.00","","-2.33%"
"10/06/2016","730.00","730.00","730.00","730.00","","-0.82%"
"09/06/2016","736.00","736.00","736.00","736.00","","-0.67%"
"08/06/2016","741.00","741.00","741.00","741.00","","0.27%"
"07/06/2016","739.00","739.00","739.00","739.00","","-1.99%"
"06/06/2016","754.00","754.00","754.00","754.00","","-0.66%"
"03/06/2016","759.00","759.00","759.00","759.00","","-0.78%"
"02/06/2016","765.00","765.00","765.00","765.00","","0.39%"
"01/06/2016","762.00","762.00","762.00","762.00","","1.20%"
"31/05/2016","753.00","753.00","753.00","753.00","","2.45%"
"27/05/2016","735.00","735.00","735.00","735.00","","0.96%"
"26/05/2016","728.00","728.00","728.00","728.00","","0.69%"
"25/05/2016","723.00","723.00","723.00","723.00","","0.98%"
"24/05/2016","716.00","716.00","716.00","716.00","","-2.05%"
"23/05/2016","731.00","731.00","731.00","731.00","","-1.75%"
"20/05/2016","744.00","744.00","744.00","744.00","","-0.40%"
"19/05/2016","747.00","747.00","747.00","747.00","","0.95%"
"18/05/2016","740.00","740.00","740.00","740.00","","0.54%"
"17/05/2016","736.00","736.00","736.00","736.00","","0.27%"
"16/05/2016","734.00","734.00","734.00","734.00","","0.27%"
"13/05/2016","732.00","732.00","732.00","732.00","","0.00%"
"12/05/2016","732.00","732.00","732.00","732.00","","-0.41%"
"11/05/2016","735.00","735.00","735.00","735.00","","0.00%"
"10/05/2016","735.00","735.00","735.00","735.00","","2.80%"
"09/05/2016","715.00","715.00","715.00","715.00","","0.00%"
"06/05/2016","715.00","715.00","715.00","715.00","","0.28%"
"05/05/2016","713.00","713.00","713.00","713.00","","-0.42%"
"04/05/2016","716.00","716.00","716.00","716.00","","-0.14%"
"03/05/2016","717.00","717.00","717.00","717.00","","-1.78%"
"29/04/2016","730.00","730.00","730.00","730.00","","-1.35%"
"28/04/2016","740.00","740.00","740.00","740.00","","-1.20%"
"27/04/2016","749.00","749.00","749.00","749.00","","-3.23%"
"26/04/2016","774.00","774.00","774.00","774.00","","-0.51%"
"25/04/2016","778.00","778.00","778.00","778.00","","0.39%"
"22/04/2016","775.00","775.00","775.00","775.00","","0.65%"
"21/04/2016","770.00","770.00","770.00","770.00","","-0.90%"
"20/04/2016","777.00","777.00","777.00","777.00","","-1.27%"
"19/04/2016","787.00","787.00","787.00","787.00","","-0.38%"
"18/04/2016","790.00","790.00","790.00","790.00","","-0.38%"
"15/04/2016","793.00","793.00","793.00","793.00","","0.63%"
"14/04/2016","788.00","788.00","788.00","788.00","","0.77%"
"13/04/2016","782.00","782.00","782.00","782.00","","2.36%"
"12/04/2016","764.00","764.00","764.00","764.00","","1.19%"
"11/04/2016","755.00","755.00","755.00","755.00","","0.40%"
"08/04/2016","752.00","752.00","752.00","752.00","","0.00%"
"07/04/2016","752.00","752.00","752.00","752.00","","-2.84%"
"06/04/2016","774.00","774.00","774.00","774.00","","-1.53%"
"05/04/2016","786.00","786.00","786.00","786.00","","-2.72%"
"04/04/2016","808.00","808.00","808.00","808.00","","-3.00%"
"01/04/2016","833.00","833.00","833.00","833.00","","-0.83%"
"31/03/2016","840.00","840.00","840.00","840.00","","0.36%"
"30/03/2016","837.00","837.00","837.00","837.00","","2.32%"
"29/03/2016","818.00","818.00","818.00","818.00","","1.11%"
"24/03/2016","809.00","809.00","809.00","809.00","","0.75%"
"23/03/2016","803.00","803.00","803.00","803.00","","-1.95%"
"22/03/2016","819.00","819.00","819.00","819.00","","-3.42%"
"21/03/2016","848.00","848.00","848.00","848.00","","-2.08%"
"18/03/2016","866.00","866.00","866.00","866.00","","-0.69%"
"17/03/2016","872.00","872.00","872.00","872.00","","0.81%"
"16/03/2016","865.00","865.00","865.00","865.00","","-0.57%"
"15/03/2016","870.00","870.00","870.00","870.00","","1.05%"
"14/03/2016","861.00","861.00","861.00","861.00","","3.36%"
"11/03/2016","833.00","833.00","833.00","833.00","","4.91%"
"10/03/2016","794.00","794.00","794.00","794.00","","2.98%"
"09/03/2016","771.00","771.00","771.00","771.00","","1.98%"
"08/03/2016","756.00","756.00","756.00","756.00","","2.44%"
"07/03/2016","738.00","738.00","738.00","738.00","","2.50%"
"04/03/2016","720.00","720.00","720.00","720.00","","0.70%"
"03/03/2016","715.00","715.00","715.00","715.00","","-0.28%"
"02/03/2016","717.00","717.00","717.00","717.00","","-0.69%"
"01/03/2016","722.00","722.00","722.00","722.00","","-1.10%"
"29/02/2016","730.00","730.00","730.00","730.00","","-1.35%"
"26/02/2016","740.00","740.00","740.00","740.00","","-1.46%"
"25/02/2016","751.00","751.00","751.00","751.00","","-2.09%"
"24/02/2016","767.00","767.00","767.00","767.00","","-1.54%"
"23/02/2016","779.00","779.00","779.00","779.00","","-1.14%"
"22/02/2016","788.00","788.00","788.00","788.00","","-1.38%"
"19/02/2016","799.00","799.00","799.00","799.00","","-0.87%"
"18/02/2016","806.00","806.00","806.00","806.00","","-0.12%"
"17/02/2016","807.00","807.00","807.00","807.00","","-0.25%"
"16/02/2016","809.00","809.00","809.00","809.00","","-0.86%"
"15/02/2016","816.00","816.00","816.00","816.00","","-0.37%"
"12/02/2016","819.00","819.00","819.00","819.00","","0.74%"
"11/02/2016","813.00","813.00","813.00","813.00","","2.52%"
"10/02/2016","793.00","793.00","793.00","793.00","","0.76%"
"09/02/2016","787.00","787.00","787.00","787.00","","-0.51%"
"08/02/2016","791.00","791.00","791.00","791.00","","-0.50%"
"05/02/2016","795.00","795.00","795.00","795.00","","-0.63%"
"04/02/2016","800.00","800.00","800.00","800.00","","-0.25%"
"03/02/2016","802.00","802.00","802.00","802.00","","-0.74%"
"02/02/2016","808.00","808.00","808.00","808.00","","-0.86%"
"01/02/2016","815.00","815.00","815.00","815.00","","-0.24%"
"29/01/2016","817.00","817.00","817.00","817.00","","1.36%"
"28/01/2016","806.00","806.00","806.00","806.00","","-0.74%"
"27/01/2016","812.00","812.00","812.00","812.00","","-0.98%"
"26/01/2016","820.00","820.00","820.00","820.00","","-2.15%"
"25/01/2016","838.00","838.00","838.00","838.00","","-2.44%"
"22/01/2016","859.00","859.00","859.00","859.00","","-1.26%"
"21/01/2016","870.00","870.00","870.00","870.00","","-0.68%"
"20/01/2016","876.00","876.00","876.00","876.00","","-0.68%"
"19/01/2016","882.00","882.00","882.00","882.00","","0.00%"
"18/01/2016","882.00","882.00","882.00","882.00","","-1.67%"
"15/01/2016","897.00","897.00","897.00","897.00","","-0.99%"
"14/01/2016","906.00","906.00","906.00","906.00","","-2.48%"
"13/01/2016","929.00","929.00","929.00","929.00","","-2.93%"
"12/01/2016","957.00","957.00","957.00","957.00","","-3.14%"
"11/01/2016","988.00","988.00","988.00","988.00","","-2.76%"
"08/01/2016","1,016.00","1,016.00","1,016.00","1,016.00","","-2.59%"
"07/01/2016","1,043.00","1,043.00","1,043.00","1,043.00","","-0.76%"
"06/01/2016","1,051.00","1,051.00","1,051.00","1,051.00","","-0.57%"
"05/01/2016","1,057.00","1,057.00","1,057.00","1,057.00","","-0.75%"
"04/01/2016","1,065.00","1,065.00","1,065.00","1,065.00","","22.55%"
"24/12/2015","869.00","869.00","869.00","869.00","","-0.46%"
"23/12/2015","873.00","873.00","873.00","873.00","","-0.68%"
"22/12/2015","879.00","879.00","879.00","879.00","","-1.12%"
"21/12/2015","889.00","889.00","889.00","889.00","","-0.89%"
"18/12/2015","897.00","897.00","897.00","897.00","","0.00%"
"17/12/2015","897.00","897.00","897.00","897.00","","-0.11%"
"16/12/2015","898.00","898.00","898.00","898.00","","0.11%"
"15/12/2015","897.00","897.00","897.00","897.00","","-0.77%"
"14/12/2015","904.00","904.00","904.00","904.00","","-1.74%"
"11/12/2015","920.00","920.00","920.00","920.00","","0.00%"
"10/12/2015","920.00","920.00","920.00","920.00","","-2.44%"
"09/12/2015","943.00","943.00","943.00","943.00","","-1.36%"
"08/12/2015","956.00","956.00","956.00","956.00","","-0.62%"
"07/12/2015","962.00","962.00","962.00","962.00","","0.00%"
"04/12/2015","962.00","962.00","962.00","962.00","","0.00%"
"03/12/2015","962.00","962.00","962.00","962.00","","0.94%"
"02/12/2015","953.00","953.00","953.00","953.00","","2.92%"
"01/12/2015","926.00","926.00","926.00","926.00","","2.09%"
"30/11/2015","907.00","907.00","907.00","907.00","","0.33%"
"27/11/2015","904.00","904.00","904.00","904.00","","0.56%"
"26/11/2015","899.00","899.00","899.00","899.00","","0.90%"
"25/11/2015","891.00","891.00","891.00","891.00","","0.11%"
"24/11/2015","890.00","890.00","890.00","890.00","","0.23%"
"23/11/2015","888.00","888.00","888.00","888.00","","0.11%"
"20/11/2015","887.00","887.00","887.00","887.00","","0.45%"
"19/11/2015","883.00","883.00","883.00","883.00","","0.46%"
"18/11/2015","879.00","879.00","879.00","879.00","","0.92%"
"17/11/2015","871.00","871.00","871.00","871.00","","0.93%"
"16/11/2015","863.00","863.00","863.00","863.00","","0.23%"
"13/11/2015","861.00","861.00","861.00","861.00","","0.94%"
"12/11/2015","853.00","853.00","853.00","853.00","","0.12%"
"11/11/2015","852.00","852.00","852.00","852.00","","2.04%"
"10/11/2015","835.00","835.00","835.00","835.00","","0.48%"
"09/11/2015","831.00","831.00","831.00","831.00","","0.36%"
"06/11/2015","828.00","828.00","828.00","828.00","","0.73%"
"05/11/2015","822.00","822.00","822.00","822.00","","0.00%"
"04/11/2015","822.00","822.00","822.00","822.00","","-0.12%"
"03/11/2015","823.00","823.00","823.00","823.00","","0.86%"
"02/11/2015","816.00","816.00","816.00","816.00","","3.55%"
"30/10/2015","788.00","788.00","788.00","788.00","","5.07%"
"29/10/2015","750.00","750.00","750.00","750.00","","0.81%"
